id,created_at,name,location,acronym,address,university_id
1,2021-10-08,Facultad de Derecho (UBA),"Buenos Aires, Argentina",FD (UBA),Avda. Pte. Figueroa Alcorta 2263 (CP:C1425CKB) Ciudad Autónoma de Buenos Aires,1
